category,source,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
2B,-999,EM,GHGa,GgCO2eq,AT,1467.529966,1503.305436,1378.992906,1460.031766,1364.069529,1435.166003,1460.527375,1442.513825,1472.561716,1503.559714,1534.961901,1322.35074,1351.642729,1468.482376,860.7001251,824.7820612,865.6196454,793.5401654,911.8615075,705.6760519,663.0266491,671.5731171,658.7198549
2B,-999,EM,GHGa,GgCO2eq,BE,4590.151805,4459.752535,3953.468975,4251.874007,5569.802915,6069.601114,6585.060383,6315.202423,6319.768719,6384.516754,6226.932668,6061.148976,5760.776287,5454.268222,5895.085099,6117.437264,4860.689325,4354.726747,4113.48491,3572.647031,4376.099158,3679.669761,3545.814059
2B,-999,EM,GHGa,GgCO2eq,BG,3490.00029,2794.867049,2246.831567,2007.55024,2252.360326,2962.788909,2990.232964,2403.448854,1378.324214,1039.189051,1650.293172,1549.887185,1140.197138,1153.0037,1442.273289,1564.667027,994.1006795,1140.84177,1136.694708,573.4068506,665.5892034,778.0429821,522.969368
2B,-999,EM,GHGa,GgCO2eq,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B,-999,EM,GHGa,GgCO2eq,CZ,2032.507104,1613.219482,1826.282598,1556.850921,1851.379196,1887.662068,1847.059465,1865.753451,1968.411998,1659.95024,1880.269147,1752.14958,1533.515793,1694.154509,1820.2287,1674.201036,1555.602042,1367.782756,1395.969351,1257.402867,1110.689969,1089.837524,1119.665
2B,-999,EM,GHGa,GgCO2eq,DE,35496.26021,35203.93061,37737.76987,36228.79155,39582.95689,38907.88502,40587.94216,37834.39305,24955.61826,20700.98087,21355.79587,22633.82832,24092.04246,24314.20249,25412.70021,24642.33691,24888.84554,27877.1636,26230.84242,27488.74055,20027.64458,20142.00221,19955.06601
2B,-999,EM,GHGa,GgCO2eq,DK,1043.702,955.63472,844.39184,795.72308,807.31088,904.6484,834.6066,849.74396,807.07388,950.7806,1004.29148,886.21892,774.332,895.193,531.616,1.062,1.466,1.348,1.198,1.419,2.119,1.389,1.407
2B,-999,EM,GHGa,GgCO2eq,EE,420.0505467,390.7141333,200.2776673,78.868405,259.26516,279.96804,269.0127,264.0268033,266.8251667,257.91788,231.32956,248.4797333,63.52973,136.57952,250.7124576,272.1286333,271.606401,260.0530951,270.6946798,29.65789428,0,0,24.87611353
2B,-999,EM,GHGa,GgCO2eq,ES,3625.600234,3285.876229,2814.606772,2250.668278,2735.688779,2936.239631,3027.576123,2973.283553,2779.651584,2911.412391,2823.842058,2635.043185,2428.088077,2340.573209,2117.806162,2208.839558,1867.552328,1734.280064,1605.880239,1511.09911,1256.786145,1068.166123,966.8883267
2B,-999,EM,GHGa,GgCO2eq,FI,1806.609833,1602.770547,1439.71621,1483.632358,1596.235595,1612.750231,1624.852482,1605.249582,1533.383265,1501.372326,1530.192435,1455.157046,1515.910576,1612.103136,1710.330308,1796.467603,1687.151939,2044.906172,2278.819973,1515.007754,939.9707034,847.6378707,892.7298998
2B,-999,EM,GHGa,GgCO2eq,FR,27859.4846,27988.25131,28020.94903,28202.54829,29080.57645,29950.09288,30220.69414,29961.08903,22419.32746,16871.46481,15486.03414,15337.25087,12574.96978,12303.3336,9511.063268,9741.071254,8240.233762,8198.301186,7174.914953,6257.62645,4398.378406,3289.55068,2993.315161
2B,-999,EM,GHGa,GgCO2eq,GB,27592.2786,27784.57358,23219.63203,19326.92745,19581.03029,17971.58833,17911.47881,17603.92221,18073.31457,8174.270357,8518.460941,7784.761918,5879.322736,5884.515819,6649.343562,5861.163815,4978.856318,5705.890969,5255.767304,3703.549393,4054.955347,2621.149991,2800.740196
2B,-999,EM,GHGa,GgCO2eq,GR,1349.839389,1144.541597,1175.037948,1049.310429,883.4170646,879.100236,1003.844854,964.8871716,1076.638218,1098.106465,1047.211885,783.8420734,789.6133284,862.5055333,852.048929,842.722655,756.6214017,757.4762036,760.3590122,820.6764024,1091.359434,1059.85128,809.0282207
2B,-999,EM,GHGa,GgCO2eq,HR,1264.919749,1146.018803,1483.466582,1134.345602,1193.419054,1150.931923,1140.35019,1215.484745,915.0971624,1111.288683,1225.069625,1014.992824,957.7925727,971.7731004,1177.811665,1151.307576,1138.075953,1249.327363,1272.660237,1063.641448,1264.023691,1260.234398,1182.393972
2B,-999,EM,GHGa,GgCO2eq,HU,4277.193405,2194.677126,1260.68171,1808.429039,2591.187581,1915.404975,2553.005251,2457.345338,2100.062716,1856.207252,2412.834935,2494.91185,1631.605463,1700.097351,2244.862917,2271.99014,1938.416415,1459.995423,427.6126473,473.0829275,516.3502072,599.8848628,539.4949704
2B,-999,EM,GHGa,GgCO2eq,IE,2025.633498,1842.764501,1816.009468,1758.634786,1869.073617,1785.885283,1735.298452,1885.572554,1871.005656,1755.017634,1694.747963,1625.534187,1103.075564,0.297467528,0,0,0,0,0,0,0,0,0
2B,-999,EM,GHGa,GgCO2eq,IT,9981.638106,10232.92445,9642.919527,8875.732016,8014.610233,8954.210428,8288.02458,8433.959505,8498.219053,8539.731446,9288.345097,9584.583842,9335.184805,9242.884026,10288.81399,9550.962814,4380.320671,3656.841324,2560.016549,2313.191529,2197.182338,1773.696455,1746.88589
2B,-999,EM,GHGa,GgCO2eq,LT,2285.422879,2453.044857,1499.456003,1129.881622,1350.409336,1695.599274,2114.521734,2037.83645,2384.593415,2409.218456,2637.17,2892.931126,3069.672952,3141.533586,3259.116322,3583.509603,3663.934361,5486.373512,4871.30366,1880.13257,1693.306527,3116.100045,2915.49046
2B,-999,EM,GHGa,GgCO2eq,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B,-999,EM,GHGa,GgCO2eq,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B,-999,EM,GHGa,GgCO2eq,MT,0.135047,0.270094,0.134046,0.1665851,0.1862685,0.1984125,0.1101474,0.1769636,0.1601116,0.111375,0.0685025,0.16324,0.136125,0.0759,0.1252273,0.2054184,0.0755348,0.0807818,0.047685,0.07645,0.0770022,0.10307,0.0268774
2B,-999,EM,GHGa,GgCO2eq,NL,11095.22241,11059.73862,11172.50106,11579.85927,11605.73137,11342.99399,11138.27523,11271.18995,11376.6372,10972.58251,11169.65338,9965.622297,9598.417642,9701.488313,10457.7781,10384.33473,10234.44375,8687.357562,4809.308238,4838.113308,5119.02566,4736.306775,4580.216667
2B,-999,EM,GHGa,GgCO2eq,PL,7322.64654,6862.553633,6454.995004,6953.742055,7516.693912,8439.421982,8293.103919,8065.683917,7371.759074,6859.544645,8380.375097,8275.746529,6658.548768,8697.508123,8926.386804,9392.589219,9126.043251,9278.444983,8569.629408,4811.421371,5023.65623,5304.124279,5644.812058
2B,-999,EM,GHGa,GgCO2eq,PT,1158.925896,1118.122652,878.5903889,728.8148228,569.7060434,1031.421445,1184.845316,1195.338365,1311.61601,1327.732424,1445.988759,1265.21841,1232.04117,1436.509579,1499.205005,1360.745062,1131.699208,1341.484104,1216.439529,393.3046988,414.5376657,186.1926542,149.0642263
2B,-999,EM,GHGa,GgCO2eq,RO,7863.828154,5234.220609,6290.373505,6422.361919,5738.329611,6754.765506,6707.728493,4655.938438,3331.459852,4039.311618,5547.338853,4818.004117,4255.096095,5233.286696,5487.447326,5731.838747,4759.216138,4892.578617,4958.795523,2218.846145,3731.164332,4257.364877,3704.471447
2B,-999,EM,GHGa,GgCO2eq,SE,969.0053856,1013.562863,966.9139882,948.372359,921.3725766,849.00901,827.6328942,807.854325,895.868694,806.3582413,781.1584891,621.1558857,582.6929952,571.3361015,577.3160343,590.4021709,591.7557563,401.141746,426.4103301,417.962037,458.1389095,192.8748856,211.6484822
2B,-999,EM,GHGa,GgCO2eq,SI,40.09388929,31.63779937,23.24348455,22.57220326,34.33019418,30.75878,29.813534,35.7653355,38.469899,37.3668345,33.43713372,42.50886278,38.26906262,47.39625552,48.211612,52.20638136,51.6466285,40.51856829,18.01534975,5.211068356,4.584479604,1.1781,1.1748
2B,-999,EM,GHGa,GgCO2eq,SK,1653.424647,1290.991724,1221.810033,938.0616438,1604.253439,1814.180314,2049.909536,1983.941189,1724.134535,1437.166134,1729.904572,1899.366829,1749.297811,1835.805178,2099.715655,2011.329288,2267.124525,2108.993923,1992.244272,1837.512074,1551.840178,1249.59818,955.0852712
2C,-999,EM,GHGa,GgCO2eq,AT,4971.946258,4959.597204,3807.210647,3442.775939,3804.828904,4385.005608,4332.341393,4468.477367,4083.880052,3774.99343,4257.906396,4206.293213,4633.80966,4546.12297,4465.392679,5020.220787,5226.178615,5503.824615,5828.198379,4597.380386,5481.177123,5693.717076,5478.960703
2C,-999,EM,GHGa,GgCO2eq,BE,2022.377385,2009.413893,1826.299202,1778.667616,1952.95898,1975.247345,1727.66707,1808.508435,1890.49481,1841.344106,1878.561767,1654.981619,1806.125003,1754.091312,1795.956483,1742.472654,1848.06137,1707.356746,1704.301229,876.5381468,911.3919268,549.85405,458.59741
2C,-999,EM,GHGa,GgCO2eq,BG,1440.618626,1558.59235,1457.052457,1951.2174,2787.10264,3207.600345,2881.756154,3398.83824,2760.843709,2529.517413,2439.427566,2325.252775,2116.908659,2636.358739,2124.376483,2142.950421,2348.103234,2035.193343,1037.117714,80.4602544,55.0318375,68.416888,50.36
2C,-999,EM,GHGa,GgCO2eq,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C,-999,EM,GHGa,GgCO2eq,CZ,12557.90461,8782.817813,10187.58255,7662.498737,8172.197245,7487.169509,7811.352615,8445.958691,8162.200623,5893.453277,6958.709773,6561.56551,6795.879517,7387.486467,7711.05232,6627.606949,7497.235319,7673.311431,7085.471795,5239.18904,5854.624783,5559.198137,5304.28047
2C,-999,EM,GHGa,GgCO2eq,DE,26862.56609,25503.30047,23550.79648,22208.68603,22871.47914,20997.15461,20198.73371,21591.41435,20005.06737,18329.05505,21863.28021,19161.91502,16815.18621,21579.35606,24398.68429,22912.66409,22929.88543,20667.1925,20419.04544,14184.85138,18144.32293,17188.78294,16645.37652
2C,-999,EM,GHGa,GgCO2eq,DK,59.51662,59.515,59.515,66.82,78.905,74.409,44.745,49.346,58.919,59.765,62.0209,46.677,0,0,0,15.583,0,0,0,0,0,0,0
2C,-999,EM,GHGa,GgCO2eq,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C,-999,EM,GHGa,GgCO2eq,ES,4289.688666,4086.426587,3784.284072,4106.556894,4158.490696,3095.539796,3104.998782,3391.981218,3483.542343,3434.598797,3305.70825,3119.615038,3295.196037,3155.421829,3284.201659,3672.07032,3968.427174,3680.848358,3645.037166,2743.807254,3561.007749,3136.674756,2801.540407
2C,-999,EM,GHGa,GgCO2eq,FI,1940.733095,1953.431076,1966.847047,2085.210049,2094.116723,2056.463793,2183.688363,2395.624252,2401.148132,2420.075283,2360.171799,2411.242397,2292.837588,2457.605155,2550.054539,2381.39166,2447.286909,2469.236557,2532.635607,1952.989363,2416.918312,2352.355472,2287.407332
2C,-999,EM,GHGa,GgCO2eq,FR,8375.605785,8079.86364,7839.867209,7641.785842,7989.31263,8385.254051,6930.646552,7492.049711,7999.244168,8363.132986,6951.884768,5868.670907,7500.133311,7283.036829,6806.39428,5774.891771,5152.428005,4989.072317,4372.361576,3709.275753,4886.330288,4072.438879,3311.155329
2C,-999,EM,GHGa,GgCO2eq,GB,4087.648063,3205.551989,2363.888124,2168.721284,2410.287273,2653.191111,2900.421529,2578.809595,2431.472371,3006.272357,3348.518279,2512.454021,2158.900796,2660.320702,2651.377045,2892.876029,2546.407391,3063.300571,3427.983153,1464.571852,2010.296325,1678.357322,1132.218736
2C,-999,EM,GHGa,GgCO2eq,GR,1103.8989,1118.012468,1087.977027,843.0230355,987.3672505,1017.134622,1022.842983,1097.051661,1046.372025,947.3802813,1040.116352,1109.249932,1218.391704,1223.274868,1214.627954,1248.969593,1230.911008,1292.532048,1158.097735,707.7512888,893.6877394,1090.99016,1102.407469
2C,-999,EM,GHGa,GgCO2eq,HR,1188.219085,875.9564238,94.98977027,38.74097836,37.16665349,36.11697437,18.28226876,47.6060724,29.3601679,28.45136683,17.63549001,9.292492616,5.156105539,8.512266554,14.88817289,11.24092552,13.25221149,12.41804311,23.51145752,11.30418338,27.27,29.17726117,29.17726117
2C,-999,EM,GHGa,GgCO2eq,HU,3117.004717,2208.898542,1700.030513,2043.031165,2300.716166,2323.526503,2188.466846,1498.374762,1165.213241,1121.720395,1269.797613,1145.513703,1271.107914,1075.71016,1138.988929,1235.735775,992.5244409,907.7844717,899.9310105,908.265338,978.7378698,1072.069097,1026.053598
2C,-999,EM,GHGa,GgCO2eq,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C,-999,EM,GHGa,GgCO2eq,IT,5608.106053,4994.312551,4189.332294,4178.58597,3829.09541,3756.964436,3168.478908,2950.803523,2749.661083,2193.707292,2179.107747,2452.625531,2209.354536,2006.153948,1975.022468,2245.960027,2218.255424,2235.759055,2051.548278,1493.905688,1613.588852,1743.479779,1603.345991
2C,-999,EM,GHGa,GgCO2eq,LT,21.41420728,17.16760328,8.502897485,6.20978,5.78646,4.96799,5.45415,5.95738,6.55813,7.00026,7.46969,7.79643,7.51217,6.95764,7.04782,7.19141,6.86565,6.54276,4.77924072,4.03,4.1075,3.7231,3.0535
2C,-999,EM,GHGa,GgCO2eq,LU,984.9133901,937.7426412,853.2925157,923.1931167,770.833846,465.3826427,416.5988604,294.0970512,140.6882466,147.6982094,146.0464108,154.7615642,155.4045961,158.9398007,172.451,152.9211147,209.794,203.488,169.3,128.657,133.613,123.86,100.231
2C,-999,EM,GHGa,GgCO2eq,LV,12.8865846,8.750975007,5.759928432,7.038254194,6.587281432,4.462095191,3.515841742,8.045337747,8.551380563,7.761973316,8.478660311,8.09462888,7.65497868,12.22155852,12.97429939,12.41591111,12.63108394,14.631246,8.788123095,9.606824923,11.33408722,0.493157209,1.9593
2C,-999,EM,GHGa,GgCO2eq,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C,-999,EM,GHGa,GgCO2eq,NL,4907.418234,4537.322584,3729.818251,3658.869093,3875.055958,3808.840388,3958.00837,4393.969735,3545.746812,3050.375494,2906.638663,2792.647812,3609.807407,2108.076261,1573.602862,1563.537633,1302.779329,2045.682232,1285.372851,1118.441768,1055.235538,1630.150856,1442.598514
2C,-999,EM,GHGa,GgCO2eq,PL,5703.680012,4087.832641,3473.243004,3355.615643,3675.32809,3846.344309,3378.969916,3493.389356,2827.57265,2526.559987,3017.487379,2532.716883,2375.138936,2745.302511,2880.459864,5927.703367,6930.434258,7271.762916,7631.702789,4494.452903,5628.20622,6125.945594,5966.321434
2C,-999,EM,GHGa,GgCO2eq,PT,175.2292561,155.2545885,213.1913045,207.0534907,215.4785756,219.0379462,222.159438,232.2025407,221.2804147,235.0629135,247.0394748,106.7126073,62.14164959,76.96672132,98.04535444,108.1800259,126.4092434,126.8098553,121.5186703,79.98807715,56.09469238,63.05342584,71.21484055
2C,-999,EM,GHGa,GgCO2eq,RO,8852.975604,6308.194568,6677.091128,6745.942936,7851.508026,8959.864395,8475.965576,8841.59045,9128.317799,6286.393578,6337.606406,5650.004918,6854.722973,5774.161577,5979.99451,6358.097644,7609.412296,7855.422383,5459.108791,3613.324577,3374.515761,3019.0207,2598.8157
2C,-999,EM,GHGa,GgCO2eq,SE,3624.611724,3545.541065,3202.501627,3333.235805,3682.921131,3813.715164,3576.792781,3498.532591,3458.597515,3470.877982,3492.449498,3560.09191,3708.125434,3430.717648,3668.634869,3489.83163,3399.763903,3573.775754,3223.574192,1731.696133,3298.330888,3138.996087,2648.470081
2C,-999,EM,GHGa,GgCO2eq,SI,542.155537,550.03975,345.3279562,311.6258354,335.4283734,317.51886,297.30567,295.75665,268.08601,278.01602,291.19949,297.1372,372.06626,387.76252,390.852428,407.5803917,385.9686153,346.0036863,209.0274117,92.49668047,122.7189561,194.4793002,203.8611255
2C,-999,EM,GHGa,GgCO2eq,SK,4553.967001,3440.172441,3046.606609,4570.544116,4001.069434,4458.003546,4726.631339,4706.843423,4256.651475,4122.280579,3366.783349,3406.518117,4370.561448,4192.945404,4370.768245,4000.281532,4564.338524,4404.917212,4303.034081,3594.102746,4269.300093,3666.40259,4073.08027
2D,-999,EM,GHGa,GgCO2eq,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,DK,4.450248,4.4860288,4.1413416,4.261488,4.364712,3.9084584,3.7999896,4.2894192,4.9012128,4.7086776,3.900072,4.9488032,4.4709544,4.494952,3.9747576,4.456936,2.172,1.72,2.665,1.921,1.557,2.013,2.241
2D,-999,EM,GHGa,GgCO2eq,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,LT,9.319623857,9.319623857,9.319623857,9.319623857,9.319623857,9.319623857,9.319623857,9.319623857,9.319623857,9.319623857,8.442955405,8.351582915,8.999556145,8.805939445,9.52197075,10.05292401,10.30972924,11.73527684,9.466677205,8.576059199,8.253191271,8.815597451,8.85996926
2D,-999,EM,GHGa,GgCO2eq,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,NL,72.483,49.24278,53.979208,50.191728,29.356432,22.365508,49.310636,48.267784,41.248468,51.351692,48.972588,42.817528,31.789448,46.089596,41.165548,33.454184,19.693002,29.027644,33.35532,29.75477,29.072292,33.272402,26.44762
2D,-999,EM,GHGa,GgCO2eq,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.048,0.077,6.319,8.623,8.5972,8.19907,9.54057
2D,-999,EM,GHGa,GgCO2eq,PT,0.43657326,0.421812655,0.407052049,0.392291444,0.377530838,0.362770233,0.348009628,0.333249022,0.318488417,0.303727812,0.288967206,0.274206601,0.266906828,0.250054818,0.358606561,0.391693524,0.398965898,0.319669479,0.295699534,0.271729588,0.247759643,0.268979987,0.336312354
2D,-999,EM,GHGa,GgCO2eq,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,SE,71.346904,76.238649,75.929801,78.068886,77.376206,77.874673,76.690666,82.061072,80.515887,81.640647,90.899629,89.750233,88.725027,94.172215,92.44029672,92.1969621,93.01104162,92.96039987,90.08581703,87.01868374,89.07884323,86.94106933,84.59916066
2D,-999,EM,GHGa,GgCO2eq,SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D,-999,EM,GHGa,GgCO2eq,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,AT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,BE,3312.6752,3150.8411,3470.211,3332.1045,4045.2603,4437.2662,4231.7747,1626.55,824.6803154,347.9694191,360.9012153,222.603,82.218,208.6785,306.1858,140.9746,152.205,172.2881,194.5534,109.7102,77.1661,171.917525,212.02573
2E,-999,EM,GHGa,GgCO2eq,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,DE,4528.6125,4163.0575,4158.4,4158.013,4154.59,4385.8,3238.98,3124.87,3048.38,2864.15,1421.94,1330.14,1450.75,772.15,750.05,754.96,506.1,310.99,525.42,817.226952,200.5294,143.228,147.329
2E,-999,EM,GHGa,GgCO2eq,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,ES,2403.18,2179.008,2762.604,2258.1,3457.35,4637.88,5078.496,5824.736038,5123.423822,5938.900409,6394.512094,2992.796965,1170.646528,1749.171509,786.5348371,680.9300143,863.4214197,707.2021099,692.158328,539.6283429,924.0796999,392.9292512,289.6659988
2E,-999,EM,GHGa,GgCO2eq,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,FR,4690.61974,5291.18322,4578.09874,3453.72458,2379.15642,973.17474,1056.61475,1089.94775,889.79063,1163.055,989.631045,1075.21857,1048.700263,1130.045913,1089.656484,1005.234234,936.4728208,563.1073313,532.78886,272.8793162,177.7306499,104.5284829,117.6432913
2E,-999,EM,GHGa,GgCO2eq,GB,11384.62982,11852.66523,12321.04821,12807.15644,13313.93434,14051.46173,14397.68726,15660.53174,12159.62906,4901.048218,2642.727813,2441.471433,2091.581581,2037.043884,534.9028998,552.5998032,477.6924543,230.1685976,137.5285915,105.1656696,120.3465546,159.9638109,141.6875279
2E,-999,EM,GHGa,GgCO2eq,GR,935.064,1106.82,908.388,1606.644,2143.908,3253.068,3746.34,3960.216,4359.888,5023.044,3735.108,3181.464,3194.568,2661.048,2550.6,2157.48,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E,-999,EM,GHGa,GgCO2eq,IT,1283.888024,1307.285442,1329.38286,1344.580278,1366.677696,1470.175114,971.1725317,1084.06995,1081.967368,877.7647857,894.2622037,916.3596217,931.8570397,1202.514801,1403.996751,1381.207762,1450.778375,1383.44,1300.014,845,1144,1265.55,1183
