category,sourcerow5type_option,measure,gas,unit,party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
3A,NDAI,GE,-999,MJ/head/day,DK,107.1847273,106.8096551,106.4286345,106.0334483,105.6274208,105.16749,105.2375145,105.457958,105.2828518,105.2055075,105.2388258,105.7848058,105.7848058,107.2826637,108.3473963,115.5896203,123.0514885,130.4721265,130.4721264,130.3388837,130.2722623,130.2389516,130.205641,130.1694368
3A,NDAI,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,NDAI,EM,CH4,kt,BE,103.4286429,106.8779066,106.600629,114.7248139,114.37136,116.2979075,115.4945972,114.7106665,111.6925834,112.5421005,110.4409003,111.4736965,106.8108949,102.4322743,102.5757262,101.9010161,101.2044233,104.23241,102.9163406,102.4899738,102.0818674,99.77031564,97.33265432,97.33265432
3A,NDAI,EM,CH4,kt,DK,49.14508499,49.62113078,49.80418251,49.817403,47.09572209,46.63991131,46.60901292,45.28896186,43.99630651,42.42735054,41.7684168,43.09201197,40.88115073,39.07426846,37.37344082,35.90124232,37.06235392,39.62852154,39.78889647,37.96384389,38.6002334,39.02793085,39.49379772,40.6674107
3A,NDAI,IEF,CH4,kg/head/year,BE,42.91497134,43.30622721,43.4437702,45.2506426,44.61458403,44.69955154,44.52201251,45.33588374,45.4882712,45.71399696,45.78131507,46.32288519,46.46435868,46.41831703,46.91714798,46.97290033,47.05932339,47.67588737,47.53722841,47.3845444,47.19173949,47.18981704,47.56305455,47.56305455
3A,NDAI,IEF,CH4,kg/head/year,DK,33.07246319,33.53087228,33.69983849,33.62895981,33.51178647,33.60466267,33.46881964,33.9533862,33.62840135,34.02727528,33.89173934,33.57244459,34.45478252,34.62879669,34.53117944,35.69350611,37.64647666,38.82127201,39.53527766,38.84913805,38.49061214,38.91651288,38.73319398,39.39480104
3A,NDAI,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,NDAI,AD,-999,1000s,BE,2410.083,2467.957,2453.761,2535.319,2563.542,2601.769,2594.101,2530.24,2455.415,2461.874,2412.357533,2406.449772,2298.770455,2206.720987,2186.316317,2169.357553,2150.571152,2186.271,2164.963,2162.941,2163.13,2114.234,2046.392,2046.392
3A,NDAI,AD,-999,1000s,DK,1485.982,1479.864,1477.876,1481.384,1405.348,1387.9,1392.61,1333.857,1308.308,1246.863,1232.407,1283.553,1186.516,1128.375,1082.31,1005.82,984.484,1020.794,1006.415,977.212,1002.848,1002.863,1019.637,1032.304
3A,OANIM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,OANIM,EM,CH4,kt,BE,0.425928,0.423359,0.438932,0.447552,0.467896,0.477942,0.534061,0.551862,0.590795,0.610182,0.860829999,0.896371265,0.923627842,0.979377,0.958737,0.971519,1.023774,1.062963,1.118373,1.171982,1.187784,1.161146,1.226895,1.226895
3A,OANIM,EM,CH4,kt,DK,3.215565498,3.240920131,3.277044563,3.310357818,3.357011354,3.379908811,3.414499999,3.438977249,3.47732164,3.516922137,3.553708382,3.681665467,3.778047165,3.903837165,4.022016706,4.143113795,4.251140557,4.364759754,4.499768196,4.239945809,3.975013656,3.702584998,3.692361779,3.588420423
3A,OANIM,IEF,CH4,kg/head/year,BE,0.01564672,0.015463003,0.016002887,0.01547716,0.014937073,0.014289636,0.014826575,0.014504603,0.015125561,0.015252432,0.023267452,0.024662179,0.025886511,0.029507144,0.02886457,0.030202341,0.033641515,0.034818932,0.037118157,0.037623664,0.036305218,0.035743922,0.036098099,0.036098099
3A,OANIM,IEF,CH4,kg/head/year,DK,0.184127312,0.188985998,0.161762164,0.156753727,0.159292824,0.162146486,0.161704477,0.170045114,0.174670457,0.158085217,0.154039407,0.163750679,0.173081633,0.204436176,0.224612697,0.219271585,0.227422585,0.242325749,0.269719921,0.202470255,0.198902963,0.180106818,0.182533258,0.173648124
3A,OANIM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,OANIM,AD,-999,1000s,BE,27221.551,27378.834,27428.301,28916.934,31324.477,33446.758,36020.525,38047.37,39059.377,40005.555,36997.175,36345.98825,35679.88917,33191.182,33215.011,32167.01,30431.864,30528.306,30130.079,31150.129,32716.619,32485.131,33987.801,33987.801
3A,OANIM,AD,-999,1000s,DK,17463.816,17148.996,20258.412,21118.208,21074.467,20844.786,21115.68,20223.911,19907.898,22247.002,23070.125,22483.36,21828.123,19095.628,17906.453,18894.896,18692.693,18011.952,16683.114,20941.08,19984.688,20557.717,20228.433,20664.896
3A,Other Other ,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,Other Other ,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,Other Other ,EM,CH4,kt,DK,0.000298,0.000298,0.000298,0.000323518,0.000349037,0.000374555,0.000400074,0.000425592,0.000451111,0.000476629,0.000502148,0.000527666,0.000449098,0.000407827,0.00039338,0.000382081,0.000382081,0.000311068,0.000308588,0.000306222,0.000306222,0.000302387,0.000302042,0.000301468
3A,Other Other ,IEF,CH4,kg/head/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,Other Other ,IEF,CH4,kg/head/year,DK,0.000280471,0.000280471,0.000280471,0.00030417,0.00032782,0.00035142,0.000374972,0.000398474,0.000421928,0.000445332,0.000468689,0.000491997,0.000420079,0.000382117,0.000368799,0.000358371,0.000358371,0.000292613,0.00029031,0.000288112,0.000288112,0.000284548,0.000284228,0.000283694
3A,Other Other ,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,Other Other ,AD,-999,1000s,BE,24.745,42.243,30.905,41.316,32.997,32.293,55.521,51.801,67.911,63.865,77.187,66.022,63.127,60.589,57.997,55.884,52.002,52.668,63.975,71.033,65.5,62.189,64.775,64.775
3A,Other Other ,AD,-999,1000s,DK,1062.5,1062.5,1062.5,1063.611,1064.722,1065.833,1066.944,1068.056,1069.167,1070.278,1071.389,1072.5,1069.079,1067.282,1066.653,1066.161,1066.161,1063.069,1062.961,1062.858,1062.858,1062.691,1062.676,1062.651
3A,OSHEP,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,OSHEP,EM,CH4,kt,BE,1.537064,1.400216,1.448872,1.452344,1.433488,1.26056,1.243128,1.2376,1.264432,1.281504,0.991544018,0.961373975,0.912374652,0.874256,0.931112,0.949152,0.955744,0.941056,0.8822,0.876208,0.83648,0.787104,0.850112,0.850112
3A,OSHEP,EM,CH4,kt,DK,1.542880536,1.787583029,1.719241967,1.481568956,1.342389252,1.354635455,1.578632197,1.610234651,1.693957319,1.774323023,1.873974483,1.990780026,1.971393562,2.031147511,2.084657508,2.119318156,2.144058976,2.077742163,1.972031385,1.938998865,1.863148276,1.569850381,1.516239675,1.483895332
3A,OSHEP,IEF,CH4,kg/head/year,BE,8,8,8,8,8,8,8,8,8,8,8.000000148,8,8,8,8,8,8,8,8,8,8,8,8,8
3A,OSHEP,IEF,CH4,kg/head/year,DK,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869
3A,OSHEP,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,OSHEP,AD,-999,1000s,BE,192.133,175.027,181.109,181.543,179.186,157.57,155.391,154.7,158.054,160.188,123.943,120.1717469,114.0468315,109.282,116.389,118.644,119.468,117.632,110.275,109.526,104.56,98.388,106.264,106.264
3A,OSHEP,AD,-999,1000s,DK,229.803,266.25,256.071,220.671,199.941,201.765,235.128,239.835,252.305,264.275,279.1175,296.515,293.6275,302.5275,310.4975,315.66,319.345,309.4675,293.7225,288.8025,277.505,233.82,225.835,221.0175
3A,OSWIN,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,OSWIN,EM,CH4,kt,BE,10.050633,9.825396,10.234479,10.747518,10.633821,10.902738,10.838028,10.9698345,11.447574,11.5584405,10.342959,9.939984,9.7433445,9.5009205,9.2982705,9.2417925,9.3036255,9.4686495,9.5632605,9.6795735,9.937254,9.8869725,9.9837855,9.9837855
3A,OSWIN,EM,CH4,kt,DK,10.3304272,10.6737879,11.49258294,12.45536568,12.13970172,12.02305993,12.06892835,12.43564158,13.23985016,13.28239537,13.17461388,14.11004098,14.44325476,14.47033243,14.96354314,14.53063639,14.62374,14.98598913,14.26967378,13.6647092,14.13677635,14.33814305,13.60904716,13.55295147
3A,OSWIN,IEF,CH4,kg/head/year,BE,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
3A,OSWIN,IEF,CH4,kg/head/year,DK,1.087731809,1.091085235,1.099200484,1.076725592,1.111428449,1.084730826,1.113210289,1.092457607,1.094642249,1.142469142,1.105107009,1.11917435,1.134402691,1.117491227,1.13075465,1.073604869,1.094501283,1.091997316,1.120275406,1.104741613,1.073158123,1.108761218,1.103655883,1.122327928
3A,OSWIN,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,OSWIN,AD,-999,1000s,BE,6700.422,6550.264,6822.986,7165.012,7089.214,7268.492,7225.352,7313.223,7631.716,7705.627,6895.306,6626.656,6495.563,6333.947,6198.847,6161.195,6202.417,6312.433,6375.507,6453.049,6624.836,6591.315,6655.857,6655.857
3A,OSWIN,AD,-999,1000s,DK,9497.219,9782.726,10455.402,11567.818,10922.612,11083.911,10841.553,11383.18,12095.139,11626.043,11921.573,12607.545,12732.035,12948.945,13233.236,13534.436,13361.099,13723.467,12737.648,12369.145,13173.06,12931.678,12330.879,12075.75
3A,SHEP,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,SHEP,EM,CH4,kt,BE,1.537064,1.400216,1.448872,1.452344,1.433488,1.26056,1.243128,1.2376,1.264432,1.281504,0.991544018,0.961373975,0.912374652,0.874256,0.931112,0.949152,0.955744,0.941056,0.8822,0.876208,0.83648,0.787104,0.850112,0.850112
3A,SHEP,EM,CH4,kt,DK,1.542880536,1.787583029,1.719241967,1.481568956,1.342389252,1.354635455,1.578632197,1.610234651,1.693957319,1.774323023,1.873974483,1.990780026,1.971393562,2.031147511,2.084657508,2.119318156,2.144058976,2.077742163,1.972031385,1.938998865,1.863148276,1.569850381,1.516239675,1.483895332
3A,SHEP,IEF,CH4,kg/head/year,BE,8,8,8,8,8,8,8,8,8,8,8.000000148,8,8,8,8,8,8,8,8,8,8,8,8,8
3A,SHEP,IEF,CH4,kg/head/year,DK,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869,6.713926869
3A,SHEP,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,SHEP,AD,-999,1000s,BE,192.133,175.027,181.109,181.543,179.186,157.57,155.391,154.7,158.054,160.188,123.943,120.1717469,114.0468315,109.282,116.389,118.644,119.468,117.632,110.275,109.526,104.56,98.388,106.264,106.264
3A,SHEP,AD,-999,1000s,DK,229.803,266.25,256.071,220.671,199.941,201.765,235.128,239.835,252.305,264.275,279.1175,296.515,293.6275,302.5275,310.4975,315.66,319.345,309.4675,293.7225,288.8025,277.505,233.82,225.835,221.0175
3A,SWIN,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,SWIN,EM,CH4,kt,BE,10.050633,9.825396,10.234479,10.747518,10.633821,10.902738,10.838028,10.9698345,11.447574,11.5584405,10.342959,9.939984,9.7433445,9.5009205,9.2982705,9.2417925,9.3036255,9.4686495,9.5632605,9.6795735,9.937254,9.8869725,9.9837855,9.9837855
3A,SWIN,EM,CH4,kt,DK,10.3304272,10.6737879,11.49258294,12.45536568,12.13970172,12.02305993,12.06892835,12.43564158,13.23985016,13.28239537,13.17461388,14.11004098,14.44325476,14.47033243,14.96354314,14.53063639,14.62374,14.98598913,14.26967378,13.6647092,14.13677635,14.33814305,13.60904716,13.55295147
3A,SWIN,IEF,CH4,kg/head/year,BE,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
3A,SWIN,IEF,CH4,kg/head/year,DK,1.087731809,1.091085235,1.099200484,1.076725592,1.111428449,1.084730826,1.113210289,1.092457607,1.094642249,1.142469142,1.105107009,1.11917435,1.134402691,1.117491227,1.13075465,1.073604869,1.094501283,1.091997316,1.120275406,1.104741613,1.073158123,1.108761218,1.103655883,1.122327928
3A,SWIN,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,SWIN,AD,-999,1000s,BE,6700.422,6550.264,6822.986,7165.012,7089.214,7268.492,7225.352,7313.223,7631.716,7705.627,6895.306,6626.656,6495.563,6333.947,6198.847,6161.195,6202.417,6312.433,6375.507,6453.049,6624.836,6591.315,6655.857,6655.857
3A,SWIN,AD,-999,1000s,DK,9497.219,9782.726,10455.402,11567.818,10922.612,11083.911,10841.553,11383.18,12095.139,11626.043,11921.573,12607.545,12732.035,12948.945,13233.236,13534.436,13361.099,13723.467,12737.648,12369.145,13173.06,12931.678,12330.879,12075.75
3F,INFOADD,PROD,-999,t,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,PROD,-999,t,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,RRESCROP,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,INFOADD,RRESCROP,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,AREA,-999,kha/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,AREA,-999,kha/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,-999,t dm/ha,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,-999,t dm/ha,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,INFOEF,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,EM,CH4,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,EM,N2O,kt,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,IEF,CH4,kg/t dm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,IEF,N2O,kg/t dm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,-999,-999,-999,ktdm,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,INFOEF,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,EM,CH4,kt,DK,0.014524596,0.013894619,0.009968103,0.011715516,0.0112136,0.012636729,0.012483882,0.01303124,0.013008519,0.012101765,0.01259955,0.012448769,0.011705189,0.011182617,0.011335464,0.011409822,0.010821155,0.010629063,0.011694861,0.01297134,0.01129622,0.011228058,0.011988162,0.011992293
3F,CERE,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,EM,N2O,kt,DK,0.000376564,0.000360231,0.000258432,0.000303736,0.000290723,0.000327619,0.000323656,0.000337847,0.000337258,0.000313749,0.000326655,0.000322746,0.000303468,0.00028992,0.000293882,0.00029581,0.000280548,0.000275568,0.0003032,0.000336294,0.000292865,0.000291098,0.000310804,0.000310911
3F,CERE,IEF,CH4,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,IEF,CH4,kg/t dm,DK,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43
3F,CERE,IEF,N2O,kg/t dm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,IEF,N2O,kg/t dm,DK,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
3F,CERE,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,-999,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,-999,-999,ktdm,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,CERE,-999,-999,ktdm,DK,5.9772,5.71795,4.1021,4.8212,4.61465,5.2003,5.1374,5.36265,5.3533,4.98015,5.185,5.12295,4.81695,4.6019,4.6648,4.6954,4.45315,4.3741,4.8127,5.338,4.64865,4.6206,4.9334,4.9351
3F,FARM,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,INFOEF,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,INFOEF,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,INFOEF,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,INFOEF,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,EM,GHGs,ktCO2eq,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,EM,GHGs,ktCO2eq,DK,2.8419472,2.954814619,2.825149743,3.084766776,2.974755262,3.366622695,3.34772978,3.548859893,4.467701064,4.244061683,4.180606502,4.39341372,3.654663593,4.393498214,4.606254735,4.674238809,4.74181731,4.102939387,3.799774018,4.470185195,3.25972057,3.226463633,3.707878072,4.128794627
3F,FARM,EM,CH4,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,EM,CH4,kt,DK,0.086840849,0.090289718,0.086327573,0.094260642,0.09089904,0.10287326,0.102295953,0.108441848,0.136518706,0.129684999,0.127746011,0.134248722,0.111674872,0.134251304,0.140752465,0.142829841,0.144894825,0.125372752,0.116108984,0.136594613,0.099606672,0.098590446,0.113300937,0.126162806
3F,FARM,EM,N2O,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,EM,N2O,kt,DK,0.002251429,0.002340845,0.002238122,0.002443794,0.002356642,0.002667085,0.002652117,0.002811455,0.003539374,0.003362204,0.003311934,0.003480522,0.002895274,0.003480589,0.003649138,0.003702996,0.003756533,0.003250405,0.003010233,0.003541342,0.002582395,0.002556049,0.002937432,0.003270888
3F,FARM,EM,NOx,kt,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,EM,NOx,kt,DK,0.077191866,0.080257527,0.07673562,0.083787237,0.080799147,0.091442898,0.090929736,0.096392754,0.121349961,0.115275555,0.11355201,0.119332197,0.099266553,0.119334492,0.125113302,0.126959859,0.1287954,0.111442446,0.103207986,0.121417434,0.088539264,0.087635952,0.100711944,0.112144716
3F,FARM,-999,CH4,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,-999,CH4,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,-999,N2O,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,FARM,-999,N2O,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,PROD,-999,t,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,PROD,-999,t,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,RRESCROP,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZINFOADD,RRESCROP,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,AREA,-999,kha/year,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,AREA,-999,kha/year,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,-999,t dm/ha,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,-999,t dm/ha,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,-999,-999,BE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F,MAIZ,-999,-999,-999,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
